user_id,group,day,session,question_id,num_1,num_2,num_3,feedback,answer,accuracy,resptime,focus,focustime,anxiety,anxietytime,uid
14.0,none,d1,formal,247.0,36.0,24.0,3.0,0.0,1,1.0,7.00672,7.0,2.634862,4.0,1.622879,e601eeee-9ba9-4852-9271-30bb29f2f2c3
18.0,none,d1,formal,143.0,84.0,31.0,8.0,0.0,0,1.0,6.173758,3.0,2.2669508,5.0,1.474494,5fe2ec28-fbd6-48fb-85fa-8afda97e804b
7.0,random,d2,formal,110.0,62.0,14.0,9.0,0.0,0,1.0,4.9534187,6.0,2.5020251,2.0,1.206734,af06f420-d646-4ced-878c-4f3404701f19
21.0,none,d1,formal,285.0,33.0,29.0,5.0,0.0,0,1.0,4.077835,3.0,2.3617861,2.0,3.7771719,a271c769-60e8-4943-95c2-70009c14a0ab
23.0,static,d1,formal,191.0,59.0,45.0,8.0,1.0,0,1.0,7.083104,5.0,4.2626877,5.0,1.4882708,0a410dfe-1d74-4783-9407-1d6e725fdc78
27.0,rule,d2,formal,32.0,56.0,35.0,6.0,1.0,0,1.0,5.410714,6.0,3.3487387,1.0,3.1186368,3febc014-35e9-4585-bab3-ee4f129fc586
16.0,random,d1,formal,121.0,36.0,28.0,5.0,0.0,0,1.0,5.301882,2.0,3.4140918,6.0,1.4263382,781aaa0a-dfed-4301-96fe-f7b017f62128
33.0,none,d2,formal,90.0,57.0,44.0,4.0,0.0,0,1.0,2.909845,5.0,2.0123599,3.0,2.883362,b82f32de-bd6f-4ff8-99b8-c41d9fef75bd
22.0,static,d1,formal,115.0,56.0,25.0,9.0,1.0,0,1.0,3.7977548,5.0,4.7828827,4.0,2.109139,6a415080-a27c-4bef-b7f0-d0bad71c08df
26.0,random,d1,formal,192.0,53.0,35.0,7.0,1.0,0,1.0,3.992398,6.0,2.682625,3.0,5.4590836,2d091cbd-976f-4f04-9316-ee8b86984789
19.0,random,d1,formal,100.0,82.0,68.0,7.0,0.0,1,1.0,7.446438,6.0,2.395741,2.0,5.4689,d06bc7c2-99e4-4025-bc0a-86b795a06e3b
20.0,random,d1,formal,215.0,57.0,16.0,9.0,1.0,0,1.0,4.6735897,5.0,3.4389648,2.0,1.155715,bfb7c88a-1f51-4d60-b4c7-ecea56000561
41.0,random,d1,formal,296.0,98.0,71.0,4.0,0.0,0,1.0,6.226386,4.0,5.10052,1.0,2.452263,a3f6a12c-7581-452a-a25d-294ceef01d8f
29.0,rule,d2,formal,194.0,62.0,18.0,3.0,1.0,0,1.0,4.808276,7.0,2.144515,7.0,4.138876,249bbbd9-1957-4558-a5d8-6088a8cae190
17.0,static,d2,formal,85.0,32.0,25.0,9.0,1.0,0,1.0,2.134652,6.0,1.811775,2.0,1.0389051,c826eccb-3dd1-4ced-aaf9-7ad3fbb20347
34.0,static,d1,formal,84.0,23.0,18.0,6.0,1.0,0,1.0,4.5892715,6.0,3.997469,7.0,2.0629041,83942b86-f4ff-4bb7-83a2-c36c4e5c0a07
25.0,rule,d1,formal,288.0,84.0,14.0,7.0,0.0,1,1.0,3.487803,3.0,3.317976,3.0,2.146708,7d325e5e-5e3d-4efe-ba1c-6e6f28a65e4d
30.0,static,d2,formal,48.0,85.0,26.0,4.0,1.0,0,1.0,9.600316,7.0,2.6458132,2.0,9.991601,dee127aa-271c-4fd1-8bc4-eb2d42f12135
31.0,static,d1,formal,193.0,31.0,16.0,9.0,1.0,0,1.0,5.974795,4.0,5.5037937,3.0,1.927613,58fd2d9d-ceaf-4d51-9b7f-09beb952e6fd
24.0,random,d2,formal,64.0,81.0,69.0,6.0,1.0,0,0.0,4.13979,3.0,4.2918444,5.0,1.6815579,843f356f-f2c7-411a-984f-7055c3908614
28.0,rule,d1,formal,240.0,62.0,25.0,9.0,0.0,0,1.0,4.148509,4.0,2.854548,5.0,1.272238,dfc4f492-5cd6-4b87-8bd0-51c2f38d48a1
15.0,none,d2,formal,282.0,25.0,11.0,5.0,0.0,0,1.0,2.427368,7.0,1.913405,1.0,1.1616981,3bbca215-8068-443f-afa1-18a56fd13ce7
1.0,none,d1,formal,11.0,53.0,29.0,5.0,0.0,0,1.0,3.810099,7.0,5.869861,1.0,11.373011,b3cfae50-4028-42d8-9ac5-b45e213b8a10
4.0,rule,d1,formal,149.0,28.0,11.0,5.0,0.0,0,1.0,4.768483,6.0,3.064088,2.0,4.0866947,1a08bb8c-b265-47ed-86f6-8c9c6acf8edc
5.0,none,d1,formal,88.0,55.0,13.0,3.0,0.0,1,1.0,5.905344,5.0,3.023575,5.0,1.008821,24f90599-fc94-43d0-902a-0f60b9e28d1a
8.0,static,d1,formal,259.0,97.0,85.0,6.0,1.0,1,1.0,4.555709,4.0,2.18667,7.0,1.3416829,bf633cf3-afd8-4059-a7d0-56d485c375a6
6.0,none,d1,formal,12.0,73.0,39.0,5.0,0.0,0,1.0,8.67152,6.0,4.332367,1.0,4.296424,a40676e0-acd4-4a4e-a6a7-d076e0e22520
3.0,rule,d2,formal,281.0,96.0,41.0,3.0,0.0,0,1.0,8.461489,7.0,7.0500317,6.0,1.9699872,8d43d41e-dead-4f17-b609-168dd1eb993c
35.0,none,d2,formal,212.0,83.0,18.0,5.0,0.0,1,1.0,8.097437,6.0,2.9688818,4.0,1.4491899,6189cbd5-483c-4f47-a739-880155217027
11.0,rule,d2,formal,87.0,53.0,42.0,6.0,0.0,0,1.0,3.1713898,4.0,15.5294285,2.0,4.3826294,f30fa6df-0c80-4d05-8885-e3f186773647
13.0,static,d1,formal,279.0,78.0,27.0,8.0,1.0,0,1.0,5.3561983,7.0,2.3522553,6.0,1.459435,73008378-7e08-4de6-8adc-1be4e266ab92
2.0,none,d2,formal,279.0,98.0,59.0,4.0,0.0,0,1.0,4.665081,6.0,2.649118,1.0,1.10868,528329c4-27ba-4380-ac74-5a5899591308
10.0,rule,d1,formal,279.0,73.0,28.0,9.0,1.0,1,1.0,7.308588,4.0,2.041452,2.0,1.6794538,b41ca6d5-d14d-4553-bf56-709bcf7b8cdd
18.0,none,d1,formal,170.0,34.0,13.0,5.0,0.0,0,1.0,2.2365801,3.0,2.5765069,5.0,1.193804,475f8deb-45b2-452c-a20f-86dc1dc4ca9c
14.0,none,d2,formal,79.0,73.0,16.0,4.0,0.0,0,1.0,5.845516,6.0,2.88122,2.0,2.134915,e9183e69-6110-4a16-bcdb-affc08a7bc92
32.0,rule,d2,formal,214.0,86.0,75.0,9.0,0.0,0,1.0,3.647188,5.0,2.7176158,5.0,1.9508729,8f9c3f9d-4421-4acc-8702-dc68dd272043
27.0,rule,d2,formal,100.0,91.0,25.0,5.0,0.0,0,1.0,4.276952,5.0,10.018833,1.0,1.445154,9d1abfa4-6cc0-4a3c-b553-cecd1fd5574b
26.0,random,d2,formal,300.0,57.0,39.0,7.0,0.0,0,1.0,5.100029,5.0,8.81266,2.0,2.3755891,3af60228-bb62-43e5-b020-c87599995a49
7.0,random,d1,formal,291.0,59.0,34.0,5.0,0.0,1,1.0,3.1534941,3.0,3.757598,2.0,1.312108,ad1cc697-6091-4c79-bcda-ef3773172a74
36.0,rule,d2,formal,86.0,68.0,52.0,8.0,0.0,1,1.0,2.9922712,4.0,2.732876,5.0,1.0887072,688640f7-dc78-46d0-8f5b-685f79c29c57
40.0,static,d1,formal,128.0,86.0,25.0,3.0,1.0,0,1.0,9.237851,5.0,4.9192896,3.0,2.4745889,d20b996a-86b0-46fd-818f-e6e28b642e5b
21.0,none,d1,formal,242.0,26.0,18.0,9.0,0.0,0,1.0,3.8066928,3.0,2.4988518,1.0,1.7239072,897232d8-dcce-4cb8-ae3c-284e571e4380
23.0,static,d2,formal,14.0,36.0,22.0,4.0,1.0,0,1.0,2.8963602,5.0,3.329386,3.0,2.700264,0a378ece-29a3-4d73-8854-b2c90ce35280
33.0,none,d1,formal,7.0,96.0,12.0,7.0,0.0,1,1.0,7.612321,6.0,4.387908,3.0,3.2970612,e082c091-524a-4eb4-8f24-5e15f7e545d7
22.0,static,d2,formal,127.0,36.0,26.0,9.0,1.0,0,1.0,2.5773687,6.0,2.8281143,3.0,1.2179849,6915857e-f32f-4359-9156-d7a498b4f620
16.0,random,d1,formal,169.0,93.0,56.0,8.0,1.0,0,1.0,9.857454,4.0,4.170631,5.0,1.7005801,1d1147fa-0659-4f5b-9882-5d70f603b740
19.0,random,d1,formal,258.0,75.0,43.0,3.0,0.0,0,1.0,6.747362,6.0,4.237033,1.0,1.9057441,d4903339-9220-4c68-aa3e-0b4a4549ac68
41.0,random,d2,formal,250.0,66.0,11.0,4.0,0.0,0,1.0,2.7635882,5.0,4.140462,1.0,1.2233071,a1ffbda4-4538-4ecb-a597-68fcb3cff8b4
20.0,random,d2,formal,229.0,91.0,18.0,4.0,1.0,0,1.0,6.306943,6.0,2.0150013,2.0,1.4658036,a76c574e-5391-4072-8729-60ba221d5ac4
29.0,rule,d2,formal,6.0,52.0,42.0,4.0,0.0,0,1.0,2.4190881,5.0,3.4645631,4.0,4.170395,170e1221-dd0e-4522-b9a7-e31085ef06d4
17.0,static,d2,formal,48.0,41.0,35.0,4.0,1.0,0,1.0,1.4901111,6.0,2.7116358,2.0,1.239717,bcf784df-369c-49e9-89ab-056ca67d3a7c
25.0,rule,d2,formal,168.0,63.0,47.0,7.0,0.0,0,1.0,9.475441,4.0,2.235553,4.0,2.58494,69dea6f1-2b21-4be0-8349-97a8e2bff155
34.0,static,d1,formal,109.0,73.0,45.0,6.0,1.0,0,1.0,4.7560472,4.0,2.367579,6.0,2.2134511,fbfa67fb-25f2-4447-ad28-0472a41e5a7e
30.0,static,d1,formal,110.0,93.0,56.0,7.0,1.0,0,1.0,9.607602,6.0,4.5831223,3.0,4.088091,89c98c3b-eca6-4b26-a15b-2dfd6f5c3289
31.0,static,d1,formal,185.0,76.0,24.0,4.0,1.0,0,0.0,5.576131,4.0,5.5037937,3.0,1.927613,94487ae8-affb-442a-a172-e5433231b746
24.0,random,d1,formal,287.0,61.0,55.0,3.0,0.0,1,1.0,2.8655617,4.0,2.535744,2.0,1.9911141,f687f3ad-62a4-4cb5-8b11-3304d9935348
28.0,rule,d2,formal,205.0,23.0,17.0,6.0,0.0,1,1.0,2.8732479,4.0,1.9360971,4.0,1.2969639,8fa8f2f8-e6ed-455d-a058-807f8aba1161
15.0,none,d1,formal,88.0,82.0,29.0,5.0,0.0,0,1.0,3.9565828,7.0,1.8004692,2.0,1.3541713,8c63917f-fe6b-486a-b2f6-0e1b7ae54707
4.0,rule,d1,formal,247.0,98.0,37.0,9.0,0.0,0,1.0,5.6960917,6.0,3.1096199,2.0,1.9433291,8ad24759-255d-4715-a184-1b9a35eb5430
1.0,none,d1,formal,39.0,34.0,29.0,9.0,0.0,0,1.0,4.2393665,7.0,8.686367,2.0,1.446754,0a2bd43d-cc47-4258-ae4b-f2a41a929b69
5.0,none,d2,formal,38.0,61.0,57.0,6.0,0.0,0,1.0,1.7444701,5.0,7.199792,2.0,1.5387099,1e5ecbb1-c7a0-4361-a92d-e21c12626dc4
8.0,static,d2,formal,26.0,22.0,11.0,5.0,1.0,0,1.0,3.2807863,6.0,3.0466642,5.0,3.2447376,031b3725-1d97-4127-9d8d-aed667e12006
6.0,none,d1,formal,4.0,24.0,15.0,5.0,0.0,0,1.0,5.279397,6.0,4.332367,1.0,4.296424,e638533f-2cbc-4a28-9e95-0bb889b4b55a
3.0,rule,d2,formal,151.0,85.0,27.0,8.0,1.0,0,1.0,5.0962753,7.0,2.3541408,6.0,3.6338964,8ff2f645-4efa-4328-a3d3-58170944114c
10.0,rule,d1,formal,191.0,33.0,12.0,8.0,1.0,0,1.0,3.8789499,4.0,2.0371997,2.0,1.815572,82842879-1680-4828-b8d0-b7fa821dc87a
2.0,none,d2,formal,178.0,95.0,38.0,8.0,0.0,0,1.0,3.9429038,6.0,1.947501,1.0,17.14861,1ab9a018-2383-46aa-bcf9-19aa6dc482f6
11.0,rule,d1,formal,264.0,52.0,13.0,4.0,0.0,0,1.0,6.33146,5.0,2.682077,2.0,3.436843,7060c065-53d5-4874-aa75-8efe867f5495
35.0,none,d2,formal,214.0,37.0,17.0,4.0,0.0,1,1.0,2.391505,6.0,2.9688818,4.0,1.4491899,a6e2c6c9-9c19-4c53-bf4d-548055fede04
14.0,none,d1,formal,149.0,68.0,41.0,9.0,0.0,1,1.0,6.599965,7.0,3.4168108,4.0,3.11302,8619886d-9430-4a15-b497-404f638ec0ed
13.0,static,d1,formal,3.0,95.0,48.0,3.0,1.0,0,1.0,6.877285,6.0,6.7026606,7.0,3.439247,73e7915d-8b85-4fa6-8695-b91beb651032
18.0,none,d1,formal,227.0,32.0,15.0,4.0,0.0,0,1.0,4.4022517,2.0,2.454837,5.0,2.050046,383ab41c-fb09-4a53-ba4c-12aa03663d73
32.0,rule,d1,formal,297.0,36.0,19.0,8.0,0.0,0,1.0,4.362202,6.0,3.338944,5.0,1.3406119,62478448-dee7-4232-8ee0-ec9e7a8dcee1
27.0,rule,d1,formal,39.0,97.0,89.0,9.0,0.0,0,1.0,4.550192,7.0,5.3130093,2.0,4.2965,0b84fc4c-fb61-4bca-9dcc-365018ad9de2
26.0,random,d2,formal,263.0,86.0,45.0,6.0,1.0,0,1.0,2.2947803,6.0,2.744925,1.0,2.6450071,4408b640-74f9-4180-9724-ea5bfb3edce0
40.0,static,d2,formal,19.0,58.0,14.0,7.0,1.0,0,1.0,3.517633,7.0,3.787135,1.0,4.021516,8c77cf4b-d494-42cb-aa50-dba35344cd72
7.0,random,d2,formal,141.0,77.0,69.0,8.0,1.0,1,1.0,2.4633899,6.0,2.212307,2.0,1.0737531,701dde48-77e9-47af-b3a8-f55e5528cabf
22.0,static,d2,formal,170.0,49.0,16.0,3.0,1.0,1,1.0,9.737894,5.0,2.2098749,3.0,1.759336,b625e8f2-c517-4ce7-9db1-3c8fcad346dc
36.0,rule,d2,formal,101.0,27.0,11.0,8.0,0.0,1,1.0,3.9063652,3.0,2.36812,3.0,1.0463171,62b504f0-814d-4af9-b8dd-2f9990a53707
23.0,static,d2,formal,265.0,48.0,19.0,5.0,1.0,0,1.0,6.6227045,4.0,2.570286,5.0,2.08043,9a0b9c6b-f387-47bf-b450-0fbb42612f07
21.0,none,d2,formal,59.0,27.0,19.0,6.0,0.0,0,1.0,4.861429,4.0,2.977482,1.0,1.461911,44b4986a-1114-4a1b-be86-60adc7f39538
33.0,none,d2,formal,33.0,54.0,33.0,7.0,0.0,1,1.0,4.611149,6.0,2.128819,3.0,1.2106509,9924b377-b729-4453-9197-0897d21214cc
19.0,random,d1,formal,44.0,48.0,18.0,4.0,1.0,0,1.0,6.8595047,6.0,4.7055507,2.0,3.7233512,82b6e728-db2c-4490-a279-7a3e2e9c3f93
41.0,random,d2,formal,244.0,68.0,32.0,4.0,0.0,0,0.0,4.686269,5.0,4.140462,1.0,1.2233071,e5c7a001-691b-48c9-aa65-e4e7a204cbf7
16.0,random,d1,formal,66.0,27.0,11.0,6.0,0.0,0,1.0,5.0567713,5.0,8.905373,6.0,2.164501,313957a7-7b1f-44a0-8ff3-23f913cd5c4e
20.0,random,d1,formal,16.0,37.0,15.0,7.0,0.0,0,1.0,4.757555,6.0,5.1150637,3.0,2.868485,1174db3c-c8e1-4d2d-8dfa-c6f0672b6dd2
25.0,rule,d1,formal,259.0,84.0,57.0,6.0,0.0,0,1.0,6.8400564,3.0,4.715674,3.0,5.522695,46458196-6ae1-4ab4-8ca0-784b697312ce
29.0,rule,d1,formal,276.0,72.0,42.0,7.0,0.0,0,1.0,2.6386728,2.0,2.773634,7.0,1.1163888,fc1ab41a-383d-4c9b-8467-6f098d2509f8
17.0,static,d1,formal,72.0,65.0,17.0,6.0,1.0,1,1.0,9.831444,6.0,2.225888,2.0,1.408566,993f1319-5c20-46ae-85b8-c79cea03ebb9
24.0,random,d2,formal,298.0,23.0,13.0,6.0,0.0,0,1.0,2.784626,5.0,1.7623632,4.0,1.0665872,2e7dbb96-09ee-4d70-89b0-0a5b76cb8c65
34.0,static,d2,formal,297.0,54.0,19.0,9.0,1.0,1,0.0,5.459351,3.0,1.7112491,4.0,1.4131899,8b21ab83-d259-405b-bd81-696481d6aeac
30.0,static,d2,formal,297.0,35.0,13.0,5.0,1.0,0,1.0,3.619122,7.0,1.6938529,2.0,1.2373562,a5e44a0e-7ca5-486f-82a6-92de906cb22d
31.0,static,d1,formal,248.0,48.0,28.0,6.0,1.0,0,1.0,2.643979,4.0,8.343755,3.0,3.121913,892a8390-3634-4bfe-ad25-ab70edf99473
28.0,rule,d1,formal,36.0,59.0,21.0,4.0,0.0,0,1.0,4.532667,5.0,4.9511213,3.0,2.065165,53bec74a-f211-47b5-9ef8-e25312a9a34a
1.0,none,d1,formal,294.0,56.0,23.0,9.0,0.0,0,1.0,3.87582,6.0,2.7435648,3.0,1.7842121,f8b2598a-6628-41cc-94a0-10ddf0d164b1
15.0,none,d1,formal,27.0,85.0,47.0,7.0,0.0,0,1.0,9.693304,7.0,4.3159866,2.0,2.439187,34340cc1-727e-417e-a39f-d3035c93b818
4.0,rule,d1,formal,107.0,57.0,32.0,8.0,0.0,0,1.0,4.2074423,6.0,3.755981,4.0,3.823905,f04383b2-443a-415a-97b8-01436b9f5df1
3.0,rule,d2,formal,256.0,62.0,36.0,7.0,0.0,0,1.0,5.2240973,7.0,3.968767,6.0,1.4743643,1818acab-10ef-4291-a4e6-eca34624a4d9
8.0,static,d2,formal,244.0,46.0,23.0,4.0,1.0,0,1.0,4.083214,6.0,1.825052,6.0,1.6051621,b5cc2972-b265-4b3b-9514-e918d8a3041b
10.0,rule,d1,formal,270.0,86.0,59.0,8.0,0.0,0,1.0,6.804031,3.0,3.795798,2.0,1.3112202,ce85c619-970f-4c80-b1ae-f0f69c387374
5.0,none,d2,formal,152.0,38.0,17.0,8.0,0.0,0,1.0,2.710618,3.0,2.902379,4.0,1.2509172,0ebf770a-0c77-414b-ad06-33fd7cbb5d7e
6.0,none,d1,formal,75.0,52.0,18.0,6.0,0.0,0,1.0,7.185804,5.0,2.987524,1.0,1.2847319,88c8ed49-516c-47ea-b866-6be608ad7976
2.0,none,d1,formal,249.0,25.0,16.0,9.0,0.0,1,1.0,9.442458,5.0,2.237046,1.0,1.179286,81f982dc-8998-4fdd-9ad3-67cb28072e89
11.0,rule,d1,formal,176.0,95.0,62.0,6.0,1.0,0,1.0,5.290678,6.0,4.348071,2.0,2.524137,984f2f46-2122-4695-ae6a-263cdcbd73ec
13.0,static,d1,formal,57.0,67.0,32.0,9.0,1.0,0,1.0,7.378497,6.0,4.293976,7.0,21.944544,fa3fcf4d-63e1-4f1e-9497-658722d50685
35.0,none,d2,formal,38.0,92.0,27.0,5.0,0.0,1,1.0,6.0971947,6.0,2.840152,4.0,1.994611,5ca59873-7e0a-4158-8c6f-8cb88468368e
14.0,none,d2,formal,5.0,84.0,51.0,3.0,0.0,1,1.0,6.842197,7.0,3.7020438,2.0,1.9958081,717181bf-02ed-421e-860f-61933808def9
32.0,rule,d2,formal,148.0,28.0,11.0,7.0,0.0,0,1.0,3.677822,5.0,2.7998579,5.0,1.2314789,4c4be5f1-b136-44ff-8365-443f787848ba
27.0,rule,d2,formal,45.0,83.0,17.0,3.0,1.0,1,1.0,5.214776,6.0,3.3487387,1.0,3.1186368,c9409167-b372-435f-9a06-5d433da77dcc
18.0,none,d1,formal,62.0,96.0,64.0,6.0,0.0,0,1.0,4.793589,4.0,2.664537,5.0,1.2881892,385c1629-c0b0-40f9-92fa-3f3def4fc5b0
26.0,random,d1,formal,92.0,25.0,11.0,3.0,1.0,1,0.0,4.690364,4.0,2.404173,4.0,3.7475822,a71a91e6-9140-45a0-ae99-8577796c8db0
40.0,static,d2,formal,71.0,72.0,54.0,6.0,1.0,1,1.0,12.967169,7.0,1.946352,2.0,1.3926041,f4d2758f-9f44-4f11-a527-6129ad7d9c58
36.0,rule,d2,formal,70.0,92.0,56.0,9.0,0.0,0,0.0,3.1904693,4.0,2.732876,5.0,1.0887072,8617e3dc-3ba1-40c5-8112-1ec27270645b
22.0,static,d1,formal,265.0,65.0,28.0,3.0,1.0,0,1.0,18.665401,6.0,3.001984,4.0,2.7059612,022bc043-8170-4dba-9c58-b4d722f3167b
7.0,random,d1,formal,25.0,68.0,17.0,8.0,0.0,0,1.0,3.4328282,5.0,4.3492804,3.0,5.1836033,27226fab-b4df-435d-95f1-5475d595bcc7
21.0,none,d2,formal,296.0,62.0,48.0,6.0,0.0,0,1.0,4.800075,3.0,1.9387746,1.0,1.2870679,cbcf400d-2d30-4d50-943c-a36e3052f1f5
33.0,none,d1,formal,72.0,92.0,52.0,7.0,0.0,0,1.0,3.413345,6.0,12.928127,4.0,2.3440719,35cf0c63-ee10-4883-bbc9-fe83fc326e70
23.0,static,d2,formal,266.0,37.0,28.0,6.0,1.0,0,1.0,5.20378,4.0,2.570286,5.0,2.08043,efbd0d38-f7f2-4b24-a5b4-102555bbed63
19.0,random,d1,formal,295.0,31.0,23.0,7.0,0.0,0,1.0,3.9948192,5.0,2.865369,1.0,1.8654692,6508063c-9061-4c11-a261-517657eea497
41.0,random,d2,formal,237.0,88.0,13.0,3.0,0.0,1,1.0,7.3325453,7.0,1.734999,1.0,1.112998,9d3aaad5-402f-41e3-a101-9557e7b2c234
16.0,random,d1,formal,289.0,48.0,16.0,7.0,1.0,0,1.0,4.873494,1.0,2.8798547,6.0,2.0460289,462f4fdd-e321-471e-a523-9188b1eaeecb
20.0,random,d1,formal,235.0,24.0,13.0,4.0,0.0,0,1.0,6.3994865,5.0,3.4389648,2.0,1.155715,ab5ee61a-a13d-4815-b586-b90038c85a43
29.0,rule,d2,formal,8.0,66.0,59.0,6.0,0.0,0,1.0,2.5462918,5.0,3.4645631,4.0,4.170395,32205d07-eb72-4f14-af32-37baadaf6397
25.0,rule,d1,formal,146.0,56.0,49.0,4.0,0.0,0,1.0,6.287509,5.0,3.0730782,4.0,1.7689002,0c63c528-b0c0-4c68-8ed5-f5e9401d2cf6
17.0,static,d1,formal,193.0,72.0,16.0,8.0,1.0,1,1.0,6.8225718,6.0,1.5901189,2.0,1.11884,52546d00-fc15-4e42-b5a4-b030e507679a
24.0,random,d2,formal,214.0,22.0,18.0,3.0,1.0,0,1.0,2.9368382,4.0,7.990589,4.0,1.4105828,56da4b73-e837-4646-aa8c-fbdeb080f956
31.0,static,d1,formal,10.0,22.0,16.0,5.0,1.0,0,1.0,4.8402405,4.0,10.122042,5.0,9.935009,8071b98c-3cc7-4303-8552-ce699c6c8a80
34.0,static,d1,formal,143.0,93.0,64.0,9.0,1.0,0,1.0,4.889927,4.0,2.5986493,5.0,2.370734,bc230bc3-3146-4a84-bdbc-3c458faaa8bf
30.0,static,d2,formal,115.0,49.0,39.0,5.0,1.0,1,1.0,3.266606,7.0,2.5545442,3.0,1.692522,ba97492b-4ced-4338-af32-2ae4a4b6cdf1
28.0,rule,d2,formal,291.0,77.0,57.0,7.0,0.0,0,1.0,2.411076,4.0,1.7458503,6.0,1.3475211,3b6157d8-294d-4990-bf68-afd68230ea54
4.0,rule,d1,formal,49.0,91.0,88.0,6.0,1.0,0,1.0,5.112036,6.0,5.380956,4.0,6.4181166,84d17f4a-2700-4d71-b823-d3ed5bd2c517
1.0,none,d2,formal,294.0,21.0,14.0,9.0,0.0,0,1.0,3.0406053,7.0,1.6887758,1.0,1.2749221,b4fd9bf7-ee0a-49e5-9c50-84fa13c70351
15.0,none,d2,formal,88.0,55.0,32.0,9.0,0.0,0,1.0,4.380803,7.0,1.9471979,1.0,1.4804759,aa90a5fe-0494-4993-aa88-92b6604fe620
2.0,none,d2,formal,119.0,52.0,35.0,7.0,0.0,0,1.0,4.553844,6.0,2.3595603,1.0,1.2127478,e5533a3d-cc5b-430f-9def-dd7d6eba3b72
5.0,none,d1,formal,111.0,67.0,18.0,5.0,0.0,0,1.0,1.706244,5.0,2.743753,6.0,1.0967519,d107f087-9900-4f6c-a7b9-51369ad363c0
3.0,rule,d2,formal,284.0,38.0,13.0,5.0,1.0,1,1.0,2.663149,7.0,7.0500317,6.0,1.9699872,165714dc-83a8-48fa-833b-771805c6048a
35.0,none,d1,formal,280.0,38.0,26.0,8.0,0.0,0,1.0,3.366974,5.0,2.6527162,1.0,1.7727892,3de915a9-5758-43ea-8e9b-1af8d474bbef
8.0,static,d1,formal,295.0,41.0,31.0,8.0,1.0,0,1.0,4.1932297,4.0,3.220747,6.0,1.4953983,6ffa1be6-5aac-408d-9b22-9450e5e28a5d
10.0,rule,d2,formal,88.0,59.0,29.0,8.0,1.0,0,1.0,2.3254333,5.0,2.4724061,2.0,6.400734,118840b6-4b68-49de-8abe-73fc732761ee
13.0,static,d2,formal,227.0,55.0,29.0,3.0,1.0,0,1.0,6.343837,7.0,2.775587,5.0,5.46313,de577f70-c605-4f70-8288-b766b7ace9c2
11.0,rule,d2,formal,276.0,77.0,24.0,3.0,0.0,0,1.0,5.097093,4.0,2.110966,2.0,1.5569558,babc3067-8c28-4cc2-9064-d4308b08ffb7
14.0,none,d1,formal,104.0,37.0,18.0,7.0,0.0,1,0.0,9.294933,7.0,2.2261147,5.0,1.2470031,adf85d60-5ab1-482d-9a9f-322fc09b9842
6.0,none,d2,formal,49.0,78.0,18.0,3.0,0.0,1,1.0,4.5656137,7.0,2.284916,1.0,1.252578,8987b8a3-d91c-4332-a62c-0b91ac5d3dfd
32.0,rule,d2,formal,111.0,33.0,14.0,5.0,0.0,0,1.0,4.51123,5.0,2.57217,5.0,1.584544,9c212ce8-131c-4940-9ff8-37f6b7157a1b
27.0,rule,d1,formal,153.0,78.0,25.0,8.0,0.0,0,1.0,3.3318737,7.0,1.946615,2.0,2.899779,11ad43d4-4c87-40b9-9659-ea2b43974e84
36.0,rule,d1,formal,218.0,63.0,11.0,5.0,0.0,0,1.0,2.4319,5.0,2.570837,3.0,1.1442373,741720c1-94f3-4738-b2e6-0a6489c933eb
40.0,static,d2,formal,236.0,73.0,69.0,8.0,1.0,0,1.0,4.7055693,6.0,2.0940871,2.0,2.9420013,4aa86dd7-de77-4147-b635-3019ed450e97
18.0,none,d2,formal,56.0,42.0,22.0,8.0,0.0,0,1.0,3.804546,6.0,1.8897772,1.0,1.1467891,b1c028fe-ab72-452f-8451-2a02bf536b7c
7.0,random,d1,formal,297.0,69.0,59.0,3.0,1.0,0,1.0,3.6356072,3.0,3.757598,2.0,1.312108,06d27a0b-d54c-44c3-a458-8d1c2b5d2af3
23.0,static,d2,formal,137.0,48.0,34.0,7.0,1.0,1,1.0,9.2384615,4.0,1.8364141,4.0,1.7950602,e1416288-26ff-4c32-a332-42cd15755d51
26.0,random,d1,formal,121.0,74.0,22.0,5.0,0.0,0,1.0,3.4136481,6.0,2.467612,2.0,3.9826207,cbdea5da-a082-4295-b467-62925fba3c8f
21.0,none,d1,formal,188.0,28.0,18.0,4.0,0.0,0,1.0,2.218484,3.0,2.590663,2.0,1.6998701,90752678-b095-4c16-88c3-b1787c987eb7
22.0,static,d2,formal,184.0,88.0,62.0,8.0,1.0,0,1.0,9.547495,4.0,5.1541147,3.0,1.6623001,e29c4492-c00c-44db-baa9-753ca9bf6f1d
41.0,random,d2,formal,73.0,84.0,46.0,6.0,1.0,0,1.0,10.179442,6.0,3.614625,1.0,1.2786183,7a5b74df-5cf2-4e94-82b8-001cf999dc8b
33.0,none,d1,formal,204.0,92.0,37.0,9.0,0.0,0,1.0,6.456973,5.0,5.543968,6.0,1.6344471,3ade89db-cfa7-40cc-9ece-13097813c98c
19.0,random,d1,formal,270.0,71.0,54.0,5.0,1.0,0,1.0,7.011477,6.0,4.237033,1.0,1.9057441,4c12113b-422f-45a2-8f7c-b7a3585df060
